Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
SNU1079,Biliary Tract,-0.083331534,0.530468463,0.699631712,-0.175420114,-0.786219118,-0.122455029,0.259386345,0.743155913,-0.621896099,-1.198096607,-0.62358253,-0.13017913,0.372650947,-0.508638906,0.130855228,-0.060882463,-0.167118776,-0.162101408,-3.635192422,0.112291326,-0.68166582,-1.139892059,-0.08897187,0.027054998,-0.424838856,-0.083982274,0.146657226,-0.240234016,-0.043280175,0.40578254,-0.027031225,0.20438699,-1.493875499,-0.587818622,-0.298452158,0.487243413,0.124830528,-0.000457138,-0.298000847,0.028293199,0.116631172,0.136096368,RPMI
HCC1195,Lung,-0.281713622,-0.27343826,0.758086643,-2.253980862,-0.129151774,-0.064904768,-0.072368094,1.268321806,-0.097009089,-1.0493159,-1.447245307,-1.545238353,-0.357931147,-1.439608566,0.160429062,-1.37206294,0.096815328,-1.071549901,,0,-1.373613272,-1.478917564,-0.792002076,0.840335569,-0.954137332,-0.761321931,-0.012326506,0.950040154,-0.579315133,-0.743551343,1.177035659,-0.002742194,,,-1.739771852,-0.685475734,0.81516731,-0.113773419,,0.025374715,-0.282621871,-0.67537071,RPMI wGln
NCIH854,Lung,-0.240389598,-0.283503358,-0.489558542,-0.208929153,-0.224096686,-0.476034741,-0.599514123,-1.350549821,0.191875555,0.246808722,0.142924761,0.08375265,-0.401137118,0.523837688,-0.524499678,0.344452511,0.083810167,0.240895774,,-0.92274826,-0.747049287,-0.663276356,-0.166569115,-0.847930501,-0.401007237,-0.211988851,-0.291652146,-0.002147685,-0.273566339,-0.958989888,-0.015361001,-0.46151143,-0.225345412,-0.182887795,-0.272939338,-0.226211575,-1.152612701,-0.445008437,,-0.418614858,-0.246673724,0.049006858,RPMI wGln
SNU466,Central Nervous System,-0.05145855,0.49591332,0.040337973,-0.233740219,-0.719374919,-0.108304956,0.030457377,0.145552187,-0.266898952,-0.746580394,0.009717074,0.408305892,0.100890833,-0.23650758,-0.148701719,-0.112135313,-0.542117506,-0.400259606,,-0.703041444,-0.66577267,0.104394295,0.22498719,-0.686900151,-0.566979071,0.395225579,0.162517061,-0.523082688,0.09832858,0.167437308,0.125638065,0.449141604,-1.308460849,-0.896373281,-0.455257579,-0.004146087,-0.317073296,-0.141510347,,-0.065271567,0.089877862,-0.029427538,RPMI wGln
YD38,Upper Aerodigestive Tract,0.032911541,-0.749731225,-0.379428196,-0.374969375,0.64171176,0.023660159,-0.519417405,0.03652932,0.536388235,0.496553409,-0.009857812,-0.600099987,-0.959762303,0.279874325,0.048850975,0.560530251,-0.27975084,-0.112403845,,1.097454692,0.441636877,0.133454941,0.299324569,0.767135431,0.273777318,0.038794099,-0.233527781,0.253626963,-0.191806578,-0.611501964,-0.403370823,-0.953550726,0.991966208,1.295987688,1.086683723,0.635425121,0.394320108,0.019265239,,-0.020384633,-0.279423507,-0.335904152,RPMI wGln
SNU1105,Central Nervous System,-0.041228409,-0.177735546,0.1704461,0.438670114,0.006959943,-0.076718936,-0.105897232,-0.648656065,0.926433715,-0.026700616,-0.060451986,-0.242617563,-0.509602807,0.600282085,-0.267598707,-0.001704479,0.109905204,0.172068601,1.625131656,0.297961653,0.349292427,0.068527239,0.308519389,-0.10833073,0.214325951,0.313693774,0.040114156,-0.12110439,-0.00681698,0.4560642,-0.050162214,0.121467081,0.634949062,0.77242267,0.688556167,2.166699306,0.04147781,-0.003760938,-0.14339784,0.09452015,-0.259281598,-0.530171924,RPMI
SNU283,Large Intestine,-0.656215291,-0.647062882,-0.596642889,-0.900455943,-0.314524557,-0.162747859,-0.421357743,-0.955051509,-1.516841877,-0.343041646,-0.092275758,-0.325957103,-0.88919236,-1.167045448,-0.163639802,-0.857015929,-0.098612735,-0.943982419,-3.534287211,0.265356913,-0.331060196,-0.628686978,-0.218387987,0.631465159,-0.413407519,-0.706642964,0.021934131,0.797653164,-0.266391992,-1.219009919,0.298715882,-0.593895285,-0.975660968,-2.418561538,-1.288317226,-1.54332746,-0.119564767,0.07208425,-10.58185862,0.14064328,-0.201904094,-0.339090653,RPMI wGln
SNU46,Upper Aerodigestive Tract,-0.558270989,-0.30554847,-0.230151836,-0.534524279,-0.557328445,0.238348429,0.04650722,-0.207912758,-0.751309036,-0.984737688,-0.5072795,-0.619089924,-0.571405203,-1.097812993,-0.405884949,-0.527151273,-0.098448544,-0.512327708,-0.765672345,-1.179220677,-1.42108985,-1.527188209,-1.255380382,-1.077785927,-1.237760617,-0.939639837,-0.42915559,-0.525481899,-0.044622044,0.194509987,0.227916047,0.198975554,-2.368849534,,-1.72264836,-1.449157105,-0.665574018,-0.34574112,-0.053385825,-0.295584136,-0.299449065,-1.888551557,RPMI
SNU308,Biliary Tract,0.074500949,0.352678947,0.324878165,-0.185308432,0.056087602,0.240076761,0.208632945,0.600800509,-0.366163549,-0.449135886,-0.191878096,-0.615614265,-0.15727566,-0.012068267,0.145143726,-0.347246008,-0.151100204,-0.347828714,,0.336611129,0.246879164,0.056951184,0.365525454,0.187947095,0.003755647,-0.095022596,0.617829749,-0.030518299,-0.034717015,0.00266538,0.463715618,0.212177682,0.089353756,0.153069037,-0.089892973,0.383996803,0.370459437,-0.062701825,,0.081658357,0.264224674,0.44290236,RPMI wGln
YD8,Upper Aerodigestive Tract,0.223375512,0.00010903,0.007771193,-0.214881873,0.063113378,0.165489854,-0.003481333,0.710748297,-0.816276348,-0.123300317,-0.229912972,-0.57907476,-0.609421372,-0.693832572,-0.230656182,0.341729228,-0.732099068,-0.045895193,,0.885225242,-0.175414356,0.070557635,-0.007384887,0.954678413,-0.076466175,-0.117527197,0.051915225,0.301676418,-0.099109536,-0.165258002,-0.147048173,-0.618380804,0.913260841,0.702964521,0.445288783,0.408199552,-0.346760594,0.228179417,,0.074801394,0.22368347,0.516535455,RPMI wGln
SNU245,Biliary Tract,0.196357856,0.030025752,-0.100916562,0.313342585,0.259220113,0.366197155,-0.172192869,-0.490774303,-0.991701116,0.773282602,0.854597718,0.730723948,0.173412435,-0.57684953,0.091388223,0.179224977,0.203302741,-0.149898742,,-0.009241871,-0.92965709,-1.173903795,-0.482299685,0.309602122,-0.696119101,-1.075238117,0.061453018,0.506435145,0.066011576,-0.608195204,0.744415651,0.462830904,0,-0.925601319,-1.049431508,-0.671425078,0.058165686,0.044663652,,0.082134187,0.121879707,0.473580567,RPMI wGln
SNU478,Biliary Tract,0.234884445,0.081812155,0.026011138,-0.776700676,0.003083717,-0.091088187,-0.264816943,0.156016734,-1.265209286,0.73056953,0.63973067,0.394838015,0.495969454,-0.4836277,0.140764555,0.390208155,-0.243279179,-0.090539798,0.273251848,0.307954805,-0.085193589,-0.21683358,-0.252083332,0.505779474,-0.06231622,-0.218320356,0.159248085,0.581246528,0.17674239,-0.320271046,0.37813067,0.034029716,0.831763669,0.049127518,0.225190833,0.306831233,-0.142233301,0.034506296,-7.529207062,-0.016831148,-0.013486154,-0.239475617,RPMI wGln
SNU410,Pancreas,0.21173251,0.37728727,0.528008681,0.091853947,-0.339784764,0.171839712,0.158863756,0.364900388,-1.186674624,-0.206599139,-0.019408702,0.454385345,1.010701943,-0.769783905,-0.047534524,-1.116796228,0.246866657,-1.342878875,,-0.642070264,-0.018102445,-0.700525528,-0.548877163,-0.270733426,0.060418412,-0.915631307,0.576409447,-0.219313699,0.036699267,0.336917242,-0.448954421,0.601720437,-1.463005486,-1.171070449,-0.791952911,-1.57414744,0.023459236,0.03480531,0.023059482,0.057772092,0.180466824,0.303938062,RPMI wGln
SNU899,Upper Aerodigestive Tract,0.150619199,0.168583047,0.32649469,0.199121629,0.527332118,0.294272968,-0.246912422,-0.347812762,0.093485719,0.370042785,0.331922706,-0.123481322,-0.222828019,0.053091046,0.13892968,0.02236106,0.000636813,0.01119292,,0.240795769,-0.448838982,-0.81451183,-0.306213746,0.655663889,-0.322123742,-0.536436074,0.454042136,0.45360291,0.135080313,-0.626005784,0.568822834,0.393327583,0.22808455,,-0.535974882,-0.32172047,0.622280526,0.133363848,,0.175866137,0.050555556,-0.317831014,RPMI wGln
SNU503,Large Intestine,-0.221825903,0.466062554,0.006484209,-0.100758831,0.337002753,0.330365417,0.185679768,-0.021427331,-0.206709338,-0.101105556,-0.206458895,-0.005416721,0.052986581,-0.214244629,0.05279625,0.669668299,-0.08165871,0.143247005,-5.002533991,-0.648000109,-0.212289163,-0.148935605,-0.406726543,-0.389568031,0.088521485,0.108476906,-0.322823221,-0.384466242,0.320482381,0.527919383,-0.427794428,0.226397536,-0.918869065,-1.737231962,-1.012375376,-2.214514299,-0.616792445,-0.027861434,-9.745250818,0.060856299,-0.348896951,-2.195176791,RPMI
SET2,Haematopoietic And Lymphoid Tissue,-1.521300438,0.934546588,0.948686414,0.775953134,0.423830686,0.344898235,0.54684301,0.605702347,-0.231887609,0.180212559,0.061905686,-0.001257569,0.270834284,-0.598386096,0.49015435,1.187400178,0.476834606,0.971987301,0.199418862,0.123690187,0.311567217,1.067915439,0.547382094,0.588342521,0.446647157,0.429668209,0.279484249,1.012347222,0.392031647,-0.092555073,0.568334532,-0.225458461,1.265584457,0.523767375,0.583974295,1.650592262,0.878700414,0.414378695,0.563934954,0.47870915,-0.266265594,-0.437174892,RPMI
SNU738,Central Nervous System,0.025147283,-0.23166854,-0.154376596,-0.18355928,-0.773814165,-0.297153728,0.619084531,0.469674706,-1.513696741,-0.663476307,-0.394210286,0.022087737,0.406062563,-1.483958912,0.121164436,-0.304177563,-0.345979487,-0.754285807,,0.087301341,0.771956107,0.825952176,0.991467248,-0.109583366,0.897081673,0.296710689,0.369971185,-0.679106677,0.592333261,0.332777651,-1.221812541,-0.036609118,-0.596448852,0.175321726,0.283232356,0.492226562,-0.644499631,0.020353758,,-0.020757136,0.128732196,0.139133293,RPMI wGln
SNU626,Central Nervous System,0.53623648,0.235018591,0.534154969,-0.009391454,0.743235154,0.267509091,0.74993622,0.212933776,1.594135238,-0.229972384,-0.48335149,-0.492832913,0.001757583,0.633842011,0.210768696,-0.517724033,0.142007282,-0.229359197,,-0.286982998,0.007733017,0.093033099,-0.295461143,-0.061155097,0.06424027,-0.379445243,-0.060367688,0.282408456,-0.080195225,-0.491800971,0.92334821,0.552231445,0.082548065,-0.70128255,-0.127563579,-0.14316388,0.115079516,-0.078252574,,0.181628854,0.202160274,0.00876986,RPMI wGln
SNU869,Biliary Tract,0.02404522,0.188198835,0.675552637,0.262296453,-0.004141991,-0.11522882,0.08437597,-0.052258075,0.447639379,0.01613404,0.229799878,0.028616808,0.130785958,0.72354058,-0.003385245,0.419142525,-0.110780457,0.413481626,,-0.448753925,-1.378780187,-1.351560624,-1.284102352,-0.152085221,-0.936138628,-1.16907801,-0.30536103,0.32690821,0.056674727,-0.462311923,0.830080462,0.671778239,0.137631405,,-0.603698602,-0.667995218,0.316745523,-0.029694789,,0.000190867,-0.168217732,-0.000251238,RPMI
SNU878,Liver,-0.248342782,0.45384247,0.601526461,0.46676893,0.195461933,0.046832648,0.031129714,0.288432297,0.500991287,-0.242598592,-0.424031351,-0.596732488,-0.349640941,0.006426348,0.373544887,-0.231699274,-0.491291536,-0.705463631,-0.949459823,-1.172937159,-1.171574497,0.812136513,-0.448202873,-0.606770742,-0.862572401,-0.409092039,0.070346482,0.064172743,-0.154469284,-0.033655084,1.004172174,1.178771096,-0.840735616,-1.077989648,-1.074401266,0.79801562,-0.021619858,0.085783903,0.008481487,0.154635184,0.707815056,1.126140634,RPMI
SNU840,Ovary,-0.089041551,-0.042854026,0.02814831,-0.282547077,0.207749558,-0.242258646,-0.135665862,0.346292663,-0.528188264,-0.289149786,-0.957078843,-0.908947001,-0.518237533,-0.566835456,0.040301354,-0.333532132,-0.280836489,-0.457575591,,0.580711049,-0.074340636,-0.056065022,0.368842949,0.566683685,-0.200651814,0.306547048,0.260815399,-0.126576466,-0.179710541,-0.361081688,-0.246340773,-0.211191508,0.137542123,,-0.305233084,0.2408001,-0.03991848,0.021361986,,-0.026245218,-0.438739574,-0.575703466,RPMI
SNU8,Ovary,-0.424918294,-0.114994522,-0.248721521,,-0.182967981,-0.094377637,-0.290127959,0.361970088,-0.481893945,-0.363002494,-0.736104429,-0.611541136,-0.322795408,-0.240377824,0.011833362,-0.645795109,0.029956473,-0.467974293,,-0.047494268,-0.192688887,-0.126284363,-0.381878384,-0.041930617,-0.131361175,0.361843819,0.029070864,-0.388240328,-0.127320604,0.173627823,-0.395195418,-0.078312732,-0.762598229,-0.476567664,-1.001268844,-0.864440406,0.672612174,0.053554747,,0.015170824,-0.133657878,-0.421820019,RPMI
NCIH684,Liver,0.075642758,-0.102147634,-0.014622368,-0.128432597,-0.185487414,-0.354824156,-0.211461264,-0.636322085,-0.343881977,-0.30477166,-0.328907226,-0.016185761,0.282861744,0.188852879,-0.316222638,0.65528106,-0.521677174,0.167431544,,-0.173167116,-0.039019144,0.049600333,0.274909752,0.200718645,-0.463117589,-0.90304688,0.135211192,0.287698185,-0.351754502,-0.583743811,-0.183063556,-0.405454813,0.81345564,0.342837057,0.298999539,0.340452062,0.523040874,-0.270290884,,-0.231206044,-0.078399674,-0.019089854,ACL4
IGR39,Skin,-0.009696198,-0.144420045,0.29170485,-0.069287122,-0.092812456,-0.30573078,0.002983525,-0.04226986,-0.31616823,-0.0031358,-0.267044065,-0.190473928,0.076978339,-0.040660575,0.018733728,0.23622469,-0.137478911,0.120242785,-3.106698584,-0.332921092,-0.16695317,0.213467602,0.211461917,-0.311807821,-0.201666613,0.097976707,-0.057609032,-0.175720523,-0.026793083,0.443795169,0.304384566,-0.081785894,-0.118030172,-0.709201943,0.344030147,-0.002774585,-1.012010244,-0.053330697,-9.434377911,0.003598627,0.127985907,0.132740812,DMEM
DAOY,Central Nervous System,-0.196186704,0.107940722,0.319436294,-0.029288909,0.423095631,-0.286341507,-0.439745224,0.477811151,0.454684811,0.616964559,-0.204516194,-0.498399512,0.101165887,0.617416573,0.461155458,-0.100491043,-0.307212172,0.089290031,0.528370181,2.235316993,2.713520317,2.699787461,1.430155251,-0.534736863,-2.241152904,-0.679089016,-2.153624657,-3.860806391,-3.716640248,-3.557736383,-4.831127187,-4.690558995,0.806193868,2.424682082,2.419830289,0.497573917,2.148289042,0.240430689,-0.408230157,0.023922569,0.057819736,-0.008561557,EMEM
HEP3B217,Liver,0.103697451,0.333210107,0.261498415,1.183158058,-0.198421036,0.069804919,0.183129628,-0.094171047,-0.271576587,-0.36766213,0.168940884,0.494150247,0.137333205,-0.141126153,-0.287259382,-0.021740035,0.341528512,0.327060057,0.931081837,0.012625316,0.712996266,2.010471233,0.181565587,-0.19349314,0.239680133,0.330738572,-0.041736752,-0.160371372,-0.075214629,-0.151218874,0.130189992,-0.214970893,1.384660161,0.80477451,0.253387965,1.442648365,0.241363288,-0.014033015,-0.0410396,0.035312505,-0.020791709,-0.129839552,EMEM
KYM1,Soft Tissue,-0.572915378,-0.312250357,-0.306599105,,-0.375659332,0.156954446,0.405168882,0.275802225,0.973067399,-1.099772102,-0.57945013,-0.37484332,-0.583363517,-0.097992388,-0.17018634,-1.395628246,-0.533686089,-1.74551026,0.27694404,-1.032165825,-1.652035007,-1.765379859,0.188086934,-0.318006941,-0.886572641,-0.021882714,0.899220835,-0.18603975,0.288209416,-0.026027737,0.696599193,0.746558673,-1.825337694,-1.601533888,-1.696240627,-0.791973352,-1.20604039,-0.026044762,0.085113178,-0.093289419,0.40911147,0.626514794,RPMI
LC1F,Lung,-0.336587986,-0.719185253,-1.154102832,-0.661980904,-0.51330434,-0.419411064,-0.568791724,-0.232783886,-0.715439951,-0.378360571,-0.446244729,0.034246648,-0.100807816,-0.915301668,-0.422135466,-0.390908781,-1.036580311,-0.804378389,-2.448121336,-1.156039216,-0.589530386,1.716464768,-1.59060396,-1.581036526,-0.17263214,-0.635202837,-0.842661353,-2.223911131,-0.308650101,0.529606764,-2.357090937,-0.856994676,-0.8820389,-0.296661015,-0.023362894,0.478231108,-0.584163524,-0.668325534,-0.772973257,-0.678527676,-0.894508478,-1.304470838,RPMI
CMK,Haematopoietic And Lymphoid Tissue,0.083696974,0.60474867,0.281935183,0.244791219,-0.530909945,-0.213613612,0.331961886,0.260226563,-1.380347905,-0.277171179,0.052638243,0.675130252,0.444526076,-1.659006717,0.103241005,0.377346145,0.397451172,0.510532891,-0.217621284,-0.416081923,-0.323638622,0.657796473,-0.491674855,-0.073056951,-0.188303975,-0.21265708,-0.331800075,0.362211446,0.007154083,-0.157203899,0.645272576,0.081362012,0.504127126,-0.049610332,-0.739101816,-0.45383198,0.115126013,-0.067506256,0.031228349,0.101212471,-0.04668543,0.108232853,RPMI
IMR32,Autonomic Ganglia,-0.332349766,0.319859674,-0.002269102,-0.072900233,-0.349745472,0.021814652,0.146969893,0.309008858,0.437903926,-0.882162267,-0.65154271,-0.372899916,-0.046885998,-0.204538159,-0.218593395,0.418720632,-0.541492098,0.3961465,,-0.211256276,0,0.354210437,-0.532938132,-0.307613905,0.132968607,0.56798761,-0.352336365,-0.686250562,-0.146677518,0.280362411,-0.649842044,-0.564852682,-0.614991112,0.488817044,0.954866317,0.311423759,0.515726013,-0.138933314,,-0.193965365,0.180096779,0.877326669,RPMI
SUDHL8,Haematopoietic And Lymphoid Tissue,0.195582723,-1.191983315,-0.391276173,0.872157895,0.176384107,0.050151108,-0.331791029,-0.607144311,0.172316615,0.813823156,0.530217328,0.541828698,0.37534391,0.672774788,-0.167230396,0.236698098,0.843913052,0.438503485,,0.351408242,0.544165369,0.073181769,-0.174596224,0.058094553,0.175869442,0.315133205,0.038808639,0.268202802,0.127520351,0.128193692,0.426109315,0.14076565,0.859231663,1.244666063,0.368048659,-0.308761772,-1.293762347,0.124529133,,0.092480963,-0.288626971,-0.337687928,RPMI
T3M4,Pancreas,-0.009826705,0.001512039,0.439395741,0.015900482,-0.378391445,-0.127461941,-0.037189742,-0.599084762,-0.231376502,0.562376174,0.888323129,0.443818906,0.409369802,0.475161471,-0.205175081,0.843829574,0.442609192,0.980014746,,-0.182100253,0.535192556,0.279439842,0.273808629,-0.313230829,0.536974789,0.333198144,-0.540894917,-0.36879202,0.396706723,-0.00266538,-0.48836942,-0.001107918,1.075958217,1.772142944,0.720966594,0.404627575,-0.398109964,-0.029533148,,-0.152596396,0.077243871,0.16683977,F10
PK45H,Pancreas,0.342771431,0.02545632,-0.57751488,,-0.582317981,0.153360583,0.161233862,0.707185401,-0.546532459,-1.006878427,-0.386251073,-0.557345544,0.161033188,-0.805617924,0.303776378,-0.199371178,-0.465726688,-0.565635226,-0.353731465,-1.415839722,-1.178114304,-1.430431235,-0.138501344,-0.58385423,-0.547959788,0.324365601,0.873487764,0.068147815,0.341947521,-0.520006869,0.631134274,-0.117095997,-1.65100703,-1.121737308,-1.022973273,-0.656489634,-0.53746774,-0.027122282,-0.157391161,-0.057312534,0.245627261,0.258219933,RPMI
HEC59,Endometrium,0.162921964,-0.231968949,-0.065919059,-0.165967537,-1.161754946,-0.436651825,-0.027385342,0.438375635,-1.283758607,-0.444190459,-0.303232234,0.538614261,1.110623846,-0.800627136,-0.152081351,0.549977701,-0.619910704,0.547883264,0.218862432,0.134327213,-0.981869139,-1.643816844,-0.497368733,0.043191781,-0.9804609,-0.558971223,0.395039153,0.607516888,-0.164193713,-0.697885906,0.69224691,0.214752683,1.226014638,0.061540403,-0.588571428,-0.789346182,-0.401113232,-0.038997415,0.023850477,-0.220579553,-0.179643081,-0.538897092,EMEM
T3M10,Lung,-0.02101694,0.305815761,0.181243924,-0.189451245,0.041650371,-0.119828852,-0.122196421,0.754843037,-0.029166353,-0.50906013,-0.810592398,-0.813192448,0.143792158,0.058476012,0.12183394,-0.679329838,0.055707153,-0.682196786,1.620585367,-1.805359686,-1.281105595,-1.242330859,-1.7062225,-1.188292186,-0.678963766,-0.418341503,-0.720389504,-0.406272155,0.024220223,0.615370795,-0.274309674,0.389819106,-1.967169536,-1.4161483,-1.373285488,-1.627478748,-0.004782606,-0.045357069,-0.18603321,0.056440014,0.475290491,-0.016571448,RPMI
NUGC2,Stomach,-0.201878494,0.177422961,-0.068775324,-0.508626592,-0.586463046,0.146947696,0.727442018,0.997211527,-1.288970545,-1.532555568,-1.233959155,-0.552485703,0.517427824,-1.278660582,0.24599944,0.360790949,-0.142639731,-0.612088022,-2.239301683,-0.671072207,-0.202290253,0.036754066,-0.410141424,-0.30877608,-0.043423843,0.294271319,-0.114605963,0.066444752,0.378497203,0.763112666,-0.356243438,0.006682048,-1.180440148,-0.471499314,0.0508032,-0.977760718,0.69147801,0.018724069,0.051154176,0.003134999,0.205313483,0.151309851,RPMI
PLCPRF5,Liver,-0.083418844,0.474023694,0.585623382,0.073719843,-0.064481914,0.104916319,0.081660615,0.35657348,0.164783725,-0.314123068,-0.0635822,-0.119837969,-0.047108902,0.166103649,0.169076867,-0.03478705,-0.117846259,0.194363672,0.304772773,-0.287109061,-0.540001297,-0.263591106,0.252682119,-0.092472156,-0.535342583,-0.282448639,0.410024974,0.144693372,0.173977413,-0.477867438,0.685523905,0.448494819,0.194649289,-0.220788554,0.0781057,0.647664982,0.084187845,0.058590002,0.014013546,0.020491662,0.410524512,0.818096269,EMEM
